phase,path,layer,exists,size_bytes,sha256,classification,owner_candidate,consumer_candidate,dependency_candidate,language_aliases,verification,source_decision,notes
LUNA-11,/home/mak/curatoria/estado.json,runtime,true,1247,1a081c9183eb734cca6a3d35499ca5637b962e341524f468bd09df9f57cef9ab,EVIDENCE_ONLY,MAK curatoria state surface,curatoria guardia and human review,JSON state and locks,curatoria|curation|estado|state|salud|health|guardia|watchdog,metadata only; content not modified,EVIDENCE_ONLY,state file is operational evidence not proof of healthy owner
LUNA-11,/home/mak/codex/FALLBACK_FINDINGS.md,runtime,true,7295,db8f2fcbe696d352f4f9069f50ad37db38dd2c294e1acc216937fe5a18626e4a,EVIDENCE_ONLY,MAK codex historical operator,humans and later codex review,Markdown findings only,codex|codigo|code|fallback|hallazgos|findings|revision|review,metadata plus existing inventory,EVIDENCE_ONLY,historical findings retained without promotion
LUNA-11,/home/mak/WIN/flujo/cultura/mak_research,WIN,true,4096,DIR_HASH_NOT_APPLICABLE,WINDOWS_LEGACY,WIN historical research,none on Debian 12,investigacion|investigación|research|legacy|legado|ruta|path,depth1 metadata and known historical archive,WINDOWS_LEGACY,WIN source is evidence only; no current contract,
LUNA-11,/home/mak/WIN/flujo/cultura/mak_curatoria,WIN,true,4096,DIR_HASH_NOT_APPLICABLE,WINDOWS_LEGACY,WIN historical curatoria,none on Debian 12,curatoria|curation|legacy|legado|guardia|watchdog,depth1 metadata and known historical archive,WINDOWS_LEGACY,WIN source is evidence only; no current contract,
LUNA-11,/home/mak/WIN/flujo/cultura/mak_codex,WIN,true,4096,DIR_HASH_NOT_APPLICABLE,WINDOWS_LEGACY,WIN historical codex,none on Debian 12,codex|codigo|code|legacy|legado|worker|trabajador,depth1 metadata and known historical archive,WINDOWS_LEGACY,WIN source is evidence only; no current contract,
LUNA-11,/home/mak/WIN/flujo/cultura/mak_research/research_lib.py,WIN,true,64391,cca89f8624c35e7b2d2158a7017ecaa8a7aacc7e2335fe9032d8535423a17204,WINDOWS_LEGACY,WIN historical research,none,provider env and Windows historical runtime,research|investigacion|investigación|legacy|legado,stat+sha256 only; not executed,WINDOWS_LEGACY,platform and current dependency parity unproven
LUNA-11,/home/mak/WIN/flujo/cultura/mak_curatoria/percepcion.py,WIN,true,62380,65fee58983d50f8ebc75d69ed7a034e7680142a49c3fe5236dfed134a5a3e904,WINDOWS_LEGACY,WIN historical curatoria,none,Windows historical runtime and files,curatoria|curation|percepcion|perception|legacy|legado,stat+sha256 only; not executed,WINDOWS_LEGACY,current Debian owner and consumer absent
LUNA-11,/home/mak/WIN/flujo/cultura/mak_codex/interfaz_codex.py,WIN,true,30772,50f20da79fbc06bcbe618a78d1dc919347531ca6fbac71145579e32224ddbf25,WINDOWS_LEGACY,WIN historical codex,none,Windows UI/runtime dependency,codex|codigo|code|interfaz|interface|legacy|legado,stat+sha256 only; not executed,WINDOWS_LEGACY,current Debian owner and consumer absent
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/mak-hub.service,source,true,332,e491c5b938f0007bcf4cbffc4ec7f839fd0f7ba5c868ed7b8c77df049201135c,EVIDENCE_ONLY,mak_plataforma,candidate_service,systemd,servicio|service|unit|systemd|plataforma|platform,metadata+static ExecStart,no_change,authoring declaration; not activation evidence
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/mak-xio.service,source,true,412,ce4a11343d3b1b06c4ccd3cb724bb12ce5b5afbd8bce4f3c35d949dea0da7a33,EVIDENCE_ONLY,mak_plataforma,candidate_service,systemd+xio_puente,servicio|service|unit|systemd|puente|bridge,metadata+static ExecStart,no_change,source declaration only
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/crontab.mak,source,true,3403,c7c7c045ec5e2727f7bb62a753c20210c975d8acf67624ceb39147ea5dbb5122,EVIDENCE_ONLY,mak_plataforma,cron candidates,cron+shell,cron|timer|crontab|scheduled|guardia|watchdog|respaldo|backup,metadata+static grep,no_change,source schedule text; no active schedule proof
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/watchdog_mak.sh,source,true,2756,fd0c16593e3b08c83e7dec058ca9fd9e52d6390709c15890dac645a19fb597b4,EVIDENCE_ONLY,mak_plataforma,crontab candidate,flock+systemd+HTTP,guardia|watchdog|guardian|vigia|lock|salud|health,metadata+static grep,no_change,source watchdog retained
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/backup.sh,source,true,580,6db6de7b9fffc757f68294c196d03a8017f3f7fdf1e1548232e4c64c3eecf292,EVIDENCE_ONLY,mak_plataforma,crontab candidate,backup shell+filesystem,respaldo|backup|archive|restore|cron|scheduled,metadata+static grep,no_change,source backup retained
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/guardia.py,source,true,6880,d5e8047d7d9afa02d7b9635f45e1dfda6ee7781d8112c0ecc8ad85f350c6df39,EVIDENCE_ONLY,mak_plataforma,watchdog_mak.sh,Python+locks+state,guardia|watchdog|vigia|estado|state|lock,metadata+AST prior,no_change,static source; no live caller
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/latido.py,source,true,6014,c8dfb331b1edd0d7ed91827ab5addc14039685d11ba1702fb8c5bd720c6c96ab,EVIDENCE_ONLY,mak_plataforma,crontab candidate,Python+logs,latido|heartbeat|estado|state|cron|scheduled,metadata+AST prior,no_change,source entrypoint only
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/capataz.py,source,true,26295,af41076e5305e44bdeb4e241921bc3917cd85160df93baa6c6e1c0e9195ebd87,EVIDENCE_ONLY,mak_plataforma,crontab candidate,Python+state,capataz|dispatcher|runner|trabajo|work|estado|state,metadata+AST prior,no_change,source scheduler-like path
LUNA-12,/home/mak/flujo/cultura/mak_conductor/queue_worker.py,source,true,3071,9c10133c4e4cc478b004101876e4c8ca2a806a8a1f2d20456767a3b07375a2f9,EVIDENCE_ONLY,mak_conductor,run_conductor_worker.py,Python+queue+SQLite+lock,cola|queue|worker|conductor|dispatcher|backlog|pending,metadata+AST prior,no_change,static worker source; not started
LUNA-12,/home/mak/flujo/cultura/mak_conductor/queue_store.py,source,true,37893,0a2716d79ae75632fbc179811f0c66023fd681273621eeb0bb3b29a8b77564c9,EVIDENCE_ONLY,mak_conductor,queue_worker/runtime,Python+SQLite+WAL,cola|queue|backlog|pending|estado|state|lock,metadata+AST/import prior,no_change,store contract not live-verified
LUNA-12,/home/mak/flujo/cultura/mak_conductor/runtime.py,source,true,12708,ead30814713687c41984acb6e37e5d8c28de3cc402a99d75b63b74b1a5ba5a56,EVIDENCE_ONLY,mak_conductor,handler_registry,Python+SQLite+paths,estado|state|salud|health|cola|queue|servicio|service,metadata+AST/import prior,no_change,dispatch capability not active evidence
LUNA-12,/home/mak/flujo/cultura/mak_plataforma/ledger.py,source,true,34051,7e7cb2ffdad7dc35750803f831edcf823631443cd36d972cb9da3ded934d11ae,EVIDENCE_ONLY,mak_plataforma,mak_conductor+mak_curatoria,Python stdlib,bitácora|bitacora|ledger|journal|estado|state,metadata+AST/import prior,no_change,import evidence only
LUNA-12,/home/mak/plataforma/mak-hub.service,runtime,true,332,e491c5b938f0007bcf4cbffc4ec7f839fd0f7ba5c868ed7b8c77df049201135c,BLOCKED,mak_plataforma,systemd user service,systemd+venv+plataforma,servicio|service|unit|systemd|estado|state,metadata+systemctl inactive/disabled,no_change,runtime declaration inactive and disabled
LUNA-12,/home/mak/plataforma/mak-xio.service,runtime,true,412,ce4a11343d3b1b06c4ccd3cb724bb12ce5b5afbd8bce4f3c35d949dea0da7a33,BLOCKED,mak_plataforma,systemd user service,systemd+xio_puente,servicio|service|unit|systemd|puente|bridge,metadata+systemctl inactive/disabled,no_change,runtime declaration inactive and disabled
LUNA-12,/home/mak/plataforma/crontab.mak,runtime,true,3403,c7c7c045ec5e2727f7bb62a753c20210c975d8acf67624ceb39147ea5dbb5122,BLOCKED,mak_plataforma,crontab,cron+shell+logs,cron|timer|crontab|scheduled|estado|state,metadata+crontab-l paused,no_change,all observed entries paused
LUNA-12,/home/mak/plataforma/watchdog_mak.sh,runtime,true,2756,fd0c16593e3b08c83e7dec058ca9fd9e52d6390709c15890dac645a19fb597b4,BLOCKED,mak_plataforma,paused crontab,flock+systemd+HTTP+logs,guardia|watchdog|vigia|lock|salud|health,metadata+static only,no_change,side effects and unit repair not verified
LUNA-12,/home/mak/plataforma/backup.sh,runtime,true,580,6db6de7b9fffc757f68294c196d03a8017f3f7fdf1e1548232e4c64c3eecf292,BLOCKED,mak_plataforma,paused crontab,backup+filesystem+logs,respaldo|backup|archive|restore|cron,metadata+static only,no_change,writes backup output if run
LUNA-12,/home/mak/plataforma/guardia.py,runtime,true,6880,d5e8047d7d9afa02d7b9635f45e1dfda6ee7781d8112c0ecc8ad85f350c6df39,BLOCKED,mak_plataforma,watchdog candidate,Python+locks+state,guardia|watchdog|vigia|estado|state|lock,metadata+AST prior,no_change,no active caller; operational effects unisolated
LUNA-12,/home/mak/plataforma/latido.py,runtime,true,6014,c8dfb331b1edd0d7ed91827ab5addc14039685d11ba1702fb8c5bd720c6c96ab,BLOCKED,mak_plataforma,paused crontab,Python+logs,latido|heartbeat|cron|estado|state,metadata+AST prior,no_change,paused declaration only
LUNA-12,/home/mak/plataforma/capataz.py,runtime,true,26295,af41076e5305e44bdeb4e241921bc3917cd85160df93baa6c6e1c0e9195ebd87,BLOCKED,mak_plataforma,paused crontab,Python+state+logs,capataz|dispatcher|runner|trabajo|work|estado|state,metadata+AST prior,no_change,paused declaration only
LUNA-12,/home/mak/plataforma/vigilar_red.py,runtime,true,2869,8487f0953f0c67f8404291803e9910cf3280bf0eb9db5f12ad0a1e9d1da2647c,BLOCKED,mak_plataforma,paused crontab,Python+network+logs,vigilar|watch|guardia|watchdog|salud|health,metadata+static reference,no_change,network-capable and paused
LUNA-12,/home/mak/plataforma/ledger.py,runtime,true,34051,7e7cb2ffdad7dc35750803f831edcf823631443cd36d972cb9da3ded934d11ae,EVIDENCE_ONLY,mak_plataforma,static imports,Python stdlib+state,bitácora|bitacora|ledger|journal|estado|state,metadata+AST/import prior,no_change,runtime file exists; no active ledger process
LUNA-12,/home/mak/research/watchdog.sh,runtime,true,2705,faea0a1cf495f01e672910f93311eed91eb837d4e0104c663e777f95dde081f1,BLOCKED,mak_research,paused crontab,Shell+research+logs,investigación|investigacion|research|guardia|watchdog|log,metadata+crontab paused,no_change,referenced guard; no active consumer
LUNA-12,/home/mak/vigia/vigia_guardia.sh,runtime,true,1981,d870b896796a98b5dea1dd5601c0b86378c2768c72519fd0e9bed57b17a23628,BLOCKED,mak_vigia,paused crontab,Shell+logs,vigia|guardia|watchdog|log|estado|state,metadata+crontab paused,no_change,referenced guard; no active consumer
LUNA-12,/home/mak/.config/systemd/user/mak-hub.service,runtime,true,332,e491c5b938f0007bcf4cbffc4ec7f839fd0f7ba5c868ed7b8c77df049201135c,BLOCKED,mak_plataforma,systemd user manager,systemd+venv,servicio|service|unit|systemd|estado|state,systemctl inactive exit3 disabled exit1,no_change,installed declaration but not active
LUNA-12,/home/mak/flujo/tools/mak_ops/run_conductor_worker.py,tool,true,4496,c5be9c52af61409ce49e86828264026e2919a1d40d815ac15be001fe6eedea6f,BLOCKED,mak_conductor,shadow service/timer,Python+SQLite+GPU lock+sentinel,conductor|worker|cola|queue|lock|estado|state,AST+help exit0 prior,no_change,entrypoint side effects not run
LUNA-12,/home/mak/flujo/tools/mak_ops/mak-conductor-shadow.service,tool,true,700,8133576d0ab69ff35165389255535b8b8525aff6e6d563f2ca1bd4f4eb40360b,BLOCKED,mak_conductor,shadow timer,systemd+SQLite+lock+sentinel,servicio|service|unit|worker|cola|queue|lock,metadata+systemctl inactive/absent,no_change,declaration not installed/enabled
LUNA-12,/home/mak/flujo/tools/mak_ops/mak-conductor-shadow.timer,tool,true,221,a47272db798bdfea88c66bf1d3e30c7e55bf960953a6a9521ed522cc771113ec,BLOCKED,mak_conductor,shadow service,systemd timer+worker,timer|cron|scheduled|servicio|service|cola|queue,metadata+systemctl inactive/absent,no_change,declaration not installed/enabled
LUNA-12,/home/mak/flujo/tools/mak_ops/run_conductor_shadow_probe.py,tool,true,12302,0f8941e7129ddb7a988f9927a1e763cc8fdacfe352cb38b609de3f7e38076311,EVIDENCE_ONLY,mak_conductor,run_conductor_worker.py,Python+probe inputs,conductor|worker|shadow|estado|state|cola|queue,sha256 prior,no_change,probe not executed
LUNA-12,/home/mak/flujo/tools/mak_ops/run_conductor_source_probe.py,tool,true,4664,2d488dfe699895927e5733877a47238d01058d667b768feb3a49286e33d94018,EVIDENCE_ONLY,mak_conductor,run_conductor_worker.py,Python+source probe,conductor|worker|source|ruta|path,sha256 prior,no_change,probe not executed
LUNA-12,/home/mak/WIN/flujo/cultura/mak_plataforma/mak-hub.service,WIN,true,701,e16e9d1783b846bd940b66d771f0458a6c47edde8b15e817dad37f13fd1537cd,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows service declaration,servicio|service|unit|legacy|legado,metadata+sha256,no_change,historical WIN declaration; no Debian contract
LUNA-12,/home/mak/WIN/flujo/cultura/mak_plataforma/mak-xio.service,WIN,true,650,06d62152eeb02f483b1303d070b974bf89212230503b0b0966a46b0be6724d67,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows service declaration,servicio|service|unit|legacy|legado|puente|bridge,metadata+sha256,no_change,historical WIN declaration; no Debian contract
LUNA-12,/home/mak/WIN/flujo/cultura/mak_plataforma/crontab.mak,WIN,true,2898,ad55632748c0bd3fc204cc595da762d203499ccd2a84cc3e8a7ed7eb1fb68087,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era cron text,cron|crontab|scheduled|legacy|legado,metadata+sha256,no_change,historical WIN schedule; do not promote
LUNA-12,/home/mak/WIN/flujo/cultura/mak_plataforma/watchdog_mak.sh,WIN,true,2756,fd0c16593e3b08c83e7dec058ca9fd9e52d6390709c15890dac645a19fb597b4,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era shell+systemd,guardia|watchdog|vigia|legacy|legado,metadata+sha256,no_change,historical copy; no Debian contract
LUNA-12,/home/mak/WIN/flujo/cultura/mak_plataforma/backup.sh,WIN,true,580,6db6de7b9fffc757f68294c196d03a8017f3f7fdf1e1548232e4c64c3eecf292,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era shell backup,respaldo|backup|restore|legacy|legado,metadata+sha256,no_change,historical copy; no Debian contract
LUNA-12,/home/mak/WIN/flujo/cultura/mak_conductor/queue_worker.py,WIN,true,3071,9c10133c4e4cc478b004101876e4c8ca2a806a8a1f2d20456767a3b07375a2f9,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era Python+queue,cola|queue|worker|conductor|legacy|legado,metadata+sha256,no_change,historical copy; no Debian contract
LUNA-12,/home/mak/WIN/flujo/cultura/mak_conductor/queue_store.py,WIN,true,37893,0a2716d79ae75632fbc179811f0c66023fd681273621eeb0bb3b29a8b77564c9,WINDOWS_LEGACY,unknown,no current Debian consumer,Windows-era Python+SQLite,cola|queue|estado|state|legacy|legado,metadata+sha256,no_change,historical copy; no Debian contract
LUNA-12,/home/mak/crontab.bak-20260727,MAK_HISTORY,true,2849,c552bcac6590952b9640bc5661fe51e7d77b376c99700f7e5c7c74ebf00aecbe,EVIDENCE_ONLY,unknown,no current consumer,crontab text,cron|crontab|scheduled|respaldo|backup|legacy|legado,metadata only,no_change,historical backup; retained as evidence
LUNA-13,/home/mak/flujo/src/flujo/cli.py,source,true,127248,2dea3cc9df4398db877fd34374c9fc4dcf8de8eb2fa4ccac2b32a5065fc602a2,LIVE/ADOPTABLE,flujo maintainer,venv flujo launcher + users,Typer plus project dependencies,flujo|flujo-cli|plataforma|platform|trabajo|work|estado|state|entrega|delivery,venv python -m flujo --help exit 0; AST pass,adoptable,Debian 12 foreground entrypoint; consumer and declared pyproject contract observed; no promotion performed
LUNA-13,/home/mak/flujo/src/flujo/__main__.py,source,true,59,41df9ff33d90dafa6210fdb1e8f045b09ae900258357114a424f36d0c845987a,LIVE/ADOPTABLE,flujo maintainer,python -m flujo,src/flujo package,flujo|platform|trabajo|work|estado|state,AST pass; CLI help through module exit 0,adoptable,Thin module entrypoint; adoption is through the verified venv launcher
LUNA-13,/home/mak/flujo/src/flujo/autonomia.py,consumer,true,16603,28d1c88ba02e0f6ec639db9bf65f0db992f5a145b26eb56e9dbb969e22841b81,LIVE/ADOPTABLE,flujo maintainer,flujo CLI autonomy commands,cultura.mak_plataforma ledger/providers/tandas,trabajo|work|cola|queue|bitácora|bitacora|ledger|estado|state|ruta|route,AST pass; import path recorded by Phase 8; no mutating command run,adoptable,Current import contract exists; command behavior against live state still requires isolated fixture
LUNA-13,/home/mak/flujo/pyproject.toml,contract,true,2009,61879f79b522e2d9a7ceb89453e43fcdceb943a19df2156cce377ea59729c7ff,LIVE/ADOPTABLE,flujo maintainer,packaging and venv launcher,setuptools Typer pydantic yaml rich jsonschema requests boto3,plataforma|platform|trabajo|work|estado|state|servicio|service,static project.scripts and dependency contract pass,adoptable,Declares flujo = flujo.cli:app; does not itself prove installed dependency availability
LUNA-13,/home/mak/flujo/cultura/mak_conductor/handler_registry.py,consumer,true,54633,7284ccacfc44a4fa52cb10f41b541a3392072d4bcf7557dc8875e4005400dc1a,EVIDENCE_ONLY,LUNA principal / conductor,handler_for_stage callers,JSON payload plus lazy handler dependencies,conductor|dispatcher|handler|trabajo|work|entrega|delivery|estado|state|cola|queue,AST pass; import yields 30 handlers; no handler executed,evidence_only,Registry is a real contract map but Phase 9 found no safe promoted execution contract
LUNA-13,/home/mak/flujo/cultura/mak_conductor/producer_catalog.py,consumer,true,6163,64d3015a9c653f6fbfc4317415941d9bea0d994173b9dcba061c46d624e34c79,EVIDENCE_ONLY,MAK conductor,platform.entregar.main and issue route catalog,stage catalog only,conductor|dispatcher|entrega|delivery|plataforma|platform|cola|queue|servicio|service,AST pass; read-only catalog inspection; no producer run,evidence_only,Names consumers but catalog is not proof of adoption
LUNA-13,/home/mak/flujo/cultura/mak_conductor/runtime.py,consumer,true,12708,ead30814713687c41984acb6e37e5d8c28de3cc402a99d75b63b74b1a5ba5a56,BLOCKED,active runtime / conductor,dispatch_sync and queue store,SQLite WAL queue plus runtime locks/logs,estado|state|salud|health|ruta|route|servicio|service|cola|queue,AST pass; static contract read; not invoked,blocked,Potential persistent enqueue path lacks isolated fixture and approved bounded contract
LUNA-13,/home/mak/flujo/cultura/mak_conductor/queue_worker.py,consumer,true,3071,9c10133c4e4cc478b004101876e4c8ca2a806a8a1f2d20456767a3b07375a2f9,BLOCKED,MAK conductor,queue worker,SQLite queue plus handler registry,conductor|dispatcher|worker|trabajo|work|cola|queue|pendiente|pending|estado|state,AST pass; import surface only; worker not started,blocked,Starting would create a worker; no foreground fixture contract established
LUNA-13,/home/mak/flujo/cultura/mak_plataforma/ledger.py,platform,true,34051,7e7cb2ffdad7dc35750803f831edcf823631443cd36d972cb9da3ded934d11ae,LIVE/ADOPTABLE,mak_plataforma,mak_conductor and mak_curatoria,stdlib plus local state paths,bitácora|bitacora|ledger|estado|state|trabajo|work|carpeta|directory|ruta|path,AST and import pass; consumers observed in Phase 8,adoptable,Current Debian source/runtime parity and named consumers; write contract still needs fixture
LUNA-13,/home/mak/flujo/cultura/mak_plataforma/tandas.py,platform,true,59706,e20b383e15fbb2701173c993153d7d1a7a094849680587eceb95ffd513288e1a,EVIDENCE_ONLY,mak_plataforma,flujo.autonomia and conductor,stdlib plus ledger/providers and state paths,tandas|batch|trabajo|work|cola|queue|estado|state|salud|health,AST pass; import referenced; no batch run,evidence_only,Contract is documented and imported but execution can persist state and is not foreground-verified
LUNA-13,/home/mak/flujo/cultura/mak_plataforma/entregar.py,platform,true,16975,0e63223d20136b21b220b432f37d0cff3809a8ccf1b3b639863d273551d9270b,BLOCKED,platform.entregar.main,mak_conductor repo_delivery,locks logs jobs state plus git/gh on non-dry path,entrega|delivery|respaldo|backup|estado|state|bloqueo|blocked|bitácora|ledger,AST pass; Phase 9 dry path shown to acquire lock and append log; not run,blocked,Named consumer exists but even dry route has persistent side effects; needs isolated harness
LUNA-13,/home/mak/flujo/cultura/mak_plataforma/puente_issues.py,platform,true,25866,e1bc8880c9191822db01f44e5b2dcac29016ac9213532e279ec2a9982a705659,BLOCKED,platform.puente_issues.una_pasada,mak_conductor issue_render,gh network queue shadow issue state rclone/render paths,investigación|investigacion|research|curatoria|curation|entrega|delivery|cola|queue|carpeta|directory,AST pass; Phase 9 dry route still observes network/persistent state; not run,blocked,No network or issue execution permitted; replace with fixture contract before adoption
LUNA-13,/home/mak/flujo/cultura/mak_plataforma/hub.py,platform,true,210361,9a8b861d6065606fcef3c9c4ba13350cfe94f6e8c806ad07df7cfccdb96b0255,EVIDENCE_ONLY,mak_plataforma,candidate local hub service,systemd declaration plus local paths,plataforma|platform|hub|servicio|service|estado|state|ruta|route,AST pass; declaration/import evidence only; no server started,evidence_only,Candidate service is not current adoption evidence; permanent service explicitly out of scope
LUNA-13,/home/mak/plataforma/mak-hub.service,runtime,true,332,e491c5b938f0007bcf4cbffc4ec7f839fd0f7ba5c868ed7b8c77df049201135c,EVIDENCE_ONLY,mak_plataforma,declared hub target,systemd,servicio|service|unit|systemd|plataforma|platform|ruta|route,stat and hash; service not started,evidence_only,Unit declaration only; no enable/start and no proof of current owner/consumer runtime
LUNA-13,/home/mak/plataforma/panel_directivo.py,runtime,true,4785,4a85f10015f9e25a7f6bc739e6ae81c38f6c5b2e69d71536544816ded824afc7,BLOCKED,existing runtime panel,unknown,Python stdlib,panel|estado|state|salud|health|plataforma|platform,AST fails SyntaxError line 145 exit 1,blocked,Preserve known SyntaxError; no repair authorized in this phase
LUNA-13,/home/mak/flujo/scripts/flujo.py,script,true,4334,6b56df7bb1be09115f26057f28583c7acf828f7c91a3fa458f7b8f328f0c1b36,SUPERSEDED,flujo legacy wrapper,none; CLI is consumer,src/flujo CLI,flujo|trabajo|work|estado|state|entrega|delivery|wrapper|envoltorio,AST pass; --help exit 2; docs identify pre-Typer wrapper,superseded,Prefer verified flujo CLI; retain wrapper as evidence
LUNA-13,/home/mak/flujo/scripts/flujo_daily.py,script,true,9490,f1b62a82b2a96c944480d71c6b368b4b960ad69d4ca8bf730161f0fa06b91501,SUPERSEDED,flujo maintainer,Make daily and historical callers,src/flujo CLI daily command,diario|daily|trabajo|work|estado|state|ruta|route,AST pass; --help exit 0; docs map equivalent flujo daily,superseded,Compatibility wrapper remains but CLI is preferred; no deletion
LUNA-13,/home/mak/flujo/scripts/flujo_health.py,script,true,2931,a5bcce7579276dbca7b0da8548fdf7787129ecaa9d2652e75388d6f2575e4f69,SUPERSEDED,flujo maintainer,render workflow historical caller,src/flujo CLI health,salud|health|estado|state|servicio|service|wrapper|envoltorio,AST pass; --help exit 1; docs map equivalent command,superseded,Historical workflow reference conflicts with current CLI contract; preserve
LUNA-13,/home/mak/flujo/scripts/piezas_generar.py,script,true,626,7e70c3b429f9aa2cb4400bf3f59180f0a3fac423d519fa2e6e45d19a1098018c,LIVE/ADOPTABLE,RD production maintainer,Make render and CI workflow,flujo render run plus render dependencies,entrega|delivery|output|salida|pieza|asset|formato|format,AST pass; docs and Make identify current consumers; help not invoked,adoptable,"Consumer contract is explicit, but output generation intentionally not run"
LUNA-13,/home/mak/flujo/tools/update_readme_svg.py,tool,true,4332,1132532e878c730e17d379ff42f2e1b647e7c963b0ab33235d8aa686ef371850,EVIDENCE_ONLY,README artwork maintainer,arte-ascii-readme.svg and test_readme_svg,stdlib plus SVG artwork,arte|artwork|readme|generador|generator|visual|svg,AST and --help exit 0; Phase 3 check intentionally fails drift, no write,evidence_only
LUNA-13,/home/mak/flujo/tools/mak_ops/run_conductor_source_probe.py,tool,true,4664,2d488dfe699895927e5733877a47238d01058d667b768feb3a49286e33d94018,EVIDENCE_ONLY,MAK conductor investigator,queue/source bridge probe,QueueStore QueueWorker and local paths,conductor|dispatcher|probe|sondeo|cola|queue|trabajo|work|estado|state,AST and --help exit 0; probe not executed,evidence_only,Diagnostic helper is safe only as read-only source probe; no live queue contract
LUNA-13,/home/mak/flujo/tests/test_cli_smoke.py,test,true,2636,a9ab16a25868793eb8cd1665797b0abd6e3d39f698d9b27b671d371301292f29,LIVE/ADOPTABLE,flujo maintainer,pytest test suite,pytest plus flujo package,prueba|test|cli|estado|state|salud|health,AST pass; pytest unavailable exit 127/ModuleNotFoundError,adoptable,Real test contract is visible but not foreground-executed in this environment
LUNA-13,/home/mak/flujo/tests/test_mak_conductor_registry.py,test,true,17880,07dfecb1586e7f850da55dc09d077d72f7de85b9e812d708895aceffcf893f33,EVIDENCE_ONLY,MAK conductor,pytest suite and registry,pytest plus cultura package,prueba|test|conductor|dispatcher|handler|estado|state|cola|queue,AST pass; pytest unavailable; registry import only,evidence_only,Static test contract supports review but cannot prove runtime adoption
LUNA-13,/home/mak/flujo/tests/test_entregar_smoke_gate.py,test,true,13055,959d950bae7c1a20185c03a2bda624004cb30f7b46b1eccee14b39520b9898fe,BLOCKED,platform delivery maintainer,pytest delivery smoke gate,pytest plus filesystem locks/logs,prueba|test|entrega|delivery|bloqueo|blocked|estado|state|salud|health,AST pass; not run because delivery dry path persists state,blocked,Test names a contract but safe isolated fixture is missing
LUNA-13,/home/mak/flujo/tests/test_mak_portfolio_bridge.py,test,true,100355,23d94bd8c86adaad8dec489cf694e4ca493d7ec4f64d030e04c52d61abc4571c,EVIDENCE_ONLY,RD/portfolio maintainer,pytest portfolio bridge suite,pytest plus portfolio/RD fixtures,portafolio|portfolio|puente|bridge|entrega|delivery|carpeta|directory|prueba|test,AST pass; pytest unavailable; no external interface invoked,evidence_only,Interface evidence retained; current consumer/dependency contract needs fixture-backed run
LUNA-13,/home/mak/WIN/flujo/cultura/mak_conductor/handler_registry.py,WIN,true,54618,b0c265a0f6e059822eb1220cdd14c45b3af264caea34da47472eb3c690c2a424,WINDOWS_LEGACY,WIN historical conductor,none on Debian 12,local historical source,legado|legacy|conductor|dispatcher|handler|ruta|route|trabajo|work,stat/hash only; no Debian execution,windows_legacy,Historical copy differs from active source and has no current Debian contract
LUNA-13,/home/mak/WIN/flujo/cultura/mak_plataforma/entregar.py,WIN,true,17032,94cdf9e82186be6d983157140e5e0c39b825a54f24821783464ae5290c6974c4,WINDOWS_LEGACY,WIN historical platform,none on Debian 12,local historical source,legado|legacy|entrega|delivery|respaldo|backup|estado|state,stat/hash only; no execution,windows_legacy,Historical Windows tool; current contract absent and active route is blocked
LUNA-13,/home/mak/WIN/flujo/cultura/mak_plataforma/puente_issues.py,WIN,true,25866,e1bc8880c9191822db01f44e5b2dcac29016ac9213532e279ec2a9982a705659,WINDOWS_LEGACY,WIN historical issue bridge,none on Debian 12,local historical source,legado|legacy|issue|render|investigación|research|carpeta|directory,stat/hash only; no network or execution,windows_legacy,Same hash as active file is not adoption evidence; platform contract remains blocked
LUNA-13,/home/mak/WIN/flujo/scripts/flujo.py,WIN,true,4334,6b56df7bb1be09115f26057f28583c7acf828f7c91a3fa458f7b8f328f0c1b36,WINDOWS_LEGACY,WIN historical CLI wrapper,none on Debian 12,local historical source,legado|legacy|flujo|platform|trabajo|work|wrapper|envoltorio,stat/hash only; no current Debian consumer,windows_legacy,Matching hash with active wrapper does not establish current adoption
LUNA-13,/home/mak/WIN/flujo/src/flujo/cli.py,WIN,true,130313,0cc6bb347ecf049aa1133f09477d3136d1dcc8f727e1a100c479463019b23871,WINDOWS_LEGACY,WIN historical flujo maintainer,none on Debian 12,Windows package dependencies,legado|legacy|flujo|cli|plataforma|platform|estado|state,stat/hash only; no Debian execution,windows_legacy,Historical source is not active runtime; active Debian source is separate physical path
